,CVE_ID,Overview,CVSS_V3,CVSS_V2,References,vulnerable_software_versions,CWE
79,CVE-2020-7599,"All versions of com.gradle.plugin-publish before 0.11.0 are vulnerable to Insertion of Sensitive Information into Log File. When a plugin author publishes a Gradle plugin while running Gradle with the --info log level flag, the Gradle Logger logs an AWS pre-signed URL. If this build log is publicly visible (as it is in many popular public CI systems like TravisCI) this AWS pre-signed URL would allow a malicious actor to replace a recently uploaded plugin with their own.",6.5,3.3,https://blog.gradle.org/plugin-portal-update|https://snyk.io/vuln/SNYK-JAVA-COMGRADLEPLUGINPUBLISH-559866,cpe:2.3:a:gradle:plugin_publishing:*:*:*:*:*:*:*:*,CWE-532
80,CVE-2019-10318,Jenkins Azure AD Plugin 0.3.3 and earlier stored the client secret unencrypted in the global config.xml configuration file on the Jenkins master where it could be viewed by users with access to the master file system.,8.8,4.0,http://www.openwall.com/lists/oss-security/2019/04/30/5|http://www.securityfocus.com/bid/108159|https://jenkins.io/security/advisory/2019-04-30/#SECURITY-1390,cpe:2.3:a:jenkins:azure_ad:*:*:*:*:*:jenkins:*:*,CWE-255
81,CVE-2019-1172,"An information disclosure vulnerability exists in Azure Active Directory (AAD) Microsoft Account (MSA) during the login request session, aka 'Windows Information Disclosure Vulnerability'.",4.3,4.3,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1172,cpe:2.3:o:microsoft:windows_10:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:1607:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:1703:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:1709:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:1803:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:1809:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:1903:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_8.1:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_rt_8.1:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_server_2012:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_server_2012:r2:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_server_2016:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_server_2016:1803:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_server_2016:1903:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_server_2019:-:*:*:*:*:*:*:*,CWE-200
82,CVE-2019-1372,"An remote code execution vulnerability exists when Azure App Service/ Antares on Azure Stack fails to check the length of a buffer prior to copying memory to it.An attacker who successfully exploited this vulnerability could allow an unprivileged function run by the user to execute code in the context of NT AUTHORITY\system thereby escaping the Sandbox.The security update addresses the vulnerability by ensuring that Azure App Service sanitizes user inputs., aka 'Azure App Service Remote Code Execution Vulnerability'.",10.0,10.0,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-1372|https://research.checkpoint.com/2020/remote-cloud-execution-critical-vulnerabilities-in-azure-cloud-infrastructure-part-ii/,cpe:2.3:a:microsoft:azure_app_service_on_azure_stack:*:*:*:*:*:*:*:*,CWE-119
83,CVE-2018-15869,"An Amazon Web Services (AWS) developer who does not specify the --owners flag when describing images via AWS CLI, and therefore not properly validating source software per AWS recommended security best practices, may unintentionally load an undesired and potentially malicious Amazon Machine Image (AMI) from the uncurated public community AMI catalog.",5.3,5.0,http://www.securityfocus.com/bid/105172|https://github.com/hashicorp/packer/issues/6584,cpe:2.3:a:hashicorp:packer:*:*:*:*:*:*:*:*,CWE-732
84,CVE-2016-2084,"F5 BIG-IP LTM, AFM, Analytics, APM, ASM, Link Controller, and PEM 11.3.x, 11.4.x before 11.4.1 build 685-HF10, 11.5.1 before build 10.104.180, 11.5.2 before 11.5.4 build 0.1.256, 11.6.0 before build 6.204.442, and 12.0.0 before build 1.14.628; BIG-IP AAM 11.4.x before 11.4.1 build 685-HF10, 11.5.1 before build 10.104.180, 11.5.2 before 11.5.4 build 0.1.256, 11.6.0 before build 6.204.442, and 12.0.0 before build 1.14.628; BIG-IP DNS 12.0.0 before build 1.14.628; BIG-IP Edge Gateway, WebAccelerator, and WOM 11.3.0; BIG-IP GTM 11.3.x, 11.4.x before 11.4.1 build 685-HF10, 11.5.1 before build 10.104.180, 11.5.2 before 11.5.4 build 0.1.256, and 11.6.0 before build 6.204.442; BIG-IP PSM 11.3.x and 11.4.x before 11.4.1 build 685-HF10; BIG-IQ Cloud, Device, and Security 4.2.0 through 4.5.0; and BIG-IQ ADC 4.5.0 do not properly regenerate certificates and keys when deploying cloud images in Amazon Web Services (AWS), Azure or Verizon cloud services environments, which allows attackers to obtain sensitive information or cause a denial of service (disruption) by leveraging a target instance configuration.",7.4,4.0,http://www.securitytracker.com/id/1035520|https://support.f5.com/kb/en-us/solutions/public/k/11/sol11772107.html,cpe:2.3:a:f5:big-iq_security:4.2.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_security:4.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_security:4.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_security:4.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_webaccelerator:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_cloud:4.2.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_cloud:4.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_cloud:4.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_cloud:4.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_application_delivery_controller:4.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_device:4.2.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_device:4.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_device:4.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-iq_device:4.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_edge_gateway:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_wan_optimization_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_protocol_security_module:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_protocol_security_module:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.3.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.4.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.4.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.5.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.5.1:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.5.2:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.5.3:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.5.4:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:11.6.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:12.0.0:*:*:*:*:*:*:*,CWE-200
85,CVE-2018-9057,"aws/resource_aws_iam_user_login_profile.go in the HashiCorp Terraform Amazon Web Services (AWS) provider through v1.12.0 has an inappropriate PRNG algorithm and seeding, which makes it easier for remote attackers to obtain access by leveraging an IAM account that was provisioned with a weak password.",9.8,5.0,https://github.com/terraform-providers/terraform-provider-aws/pull/3934,cpe:2.3:a:hashicorp:terraform:*:*:*:*:*:aws:*:*,CWE-332
86,CVE-2013-2474,Directory traversal vulnerability in AWS XMS 2.5 allows remote attackers to view arbitrary files via the 'what' parameter.,7.5,5.0,http://www.exploit-db.com/exploits/24906|http://www.securityfocus.com/bid/58753|https://exchange.xforce.ibmcloud.com/vulnerabilities/83062,cpe:2.3:a:aws-dms:aws_xms:2.5:*:*:*:*:*:*:*,CWE-22
87,CVE-2018-16524,"Amazon Web Services (AWS) FreeRTOS through 1.3.1, FreeRTOS up to V10.0.1 (with FreeRTOS+TCP), and WITTENSTEIN WHIS Connect middleware TCP/IP component allow information disclosure during parsing of TCP options in prvCheckOptions.",5.9,4.3,https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-details/|https://blog.zimperium.com/freertos-tcpip-stack-vulnerabilities-put-wide-range-devices-risk-compromise-smart-homes-critical-infrastructure-systems/|https://github.com/aws/amazon-freertos/blob/v1.3.2/CHANGELOG.md,cpe:2.3:a:amazon:amazon_web_services_freertos:*:*:*:*:*:*:*:*|cpe:2.3:a:amazon:freertos:*:*:*:*:*:*:*:*,CWE-200
88,CVE-2018-9867,"In SonicWall SonicOS, administrators without full permissions can download imported certificates. Occurs when administrators who are not in the SonicWall Administrators user group attempt to download imported certificates. This vulnerability affected SonicOS Gen 5 version 5.9.1.10 and earlier, Gen 6 version 6.2.7.3, 6.5.1.3, 6.5.2.2, 6.5.3.1, 6.2.7.8, 6.4.0.0, 6.5.1.8, 6.0.5.3-86o and SonicOSv 6.5.0.2-8v_RC363 (VMWARE), 6.5.0.2.8v_RC367 (AZURE), SonicOSv 6.5.0.2.8v_RC368 (AWS), SonicOSv 6.5.0.2.8v_RC366 (HYPER_V).",5.5,2.1,https://psirt.global.sonicwall.com/vuln-detail/SNWLID-2018-0017|https://www.tenable.com/security/research/tra-2019-08,cpe:2.3:o:sonicwall:sonicos:*:*:*:*:*:*:*:*,CWE-732
89,CVE-2020-2168,"Jenkins Azure Container Service Plugin 1.0.1 and earlier does not configure its YAML parser to prevent the instantiation of arbitrary types, resulting in a remote code execution vulnerability.",8.8,6.5,http://www.openwall.com/lists/oss-security/2020/03/25/2|https://jenkins.io/security/advisory/2020-03-25/#SECURITY-1732,cpe:2.3:a:jenkins:azure_container_service:*:*:*:*:*:jenkins:*:*,CWE-20
90,CVE-2019-1003037,An information exposure vulnerability exists in Jenkins Azure VM Agents Plugin 0.8.0 and earlier in src/main/java/com/microsoft/azure/vmagent/AzureVMCloud.java that allows attackers with Overall/Read permission to enumerate credentials IDs of credentials stored in Jenkins.,6.5,4.0,http://www.securityfocus.com/bid/107476|https://jenkins.io/security/advisory/2019-03-06/#SECURITY-1332,cpe:2.3:a:jenkins:azure_vm_agents:*:*:*:*:*:jenkins:*:*,CWE-200
91,CVE-2020-5862,"On BIG-IP 15.1.0-15.1.0.1, 15.0.0-15.0.1.1, and 14.1.0-14.1.2.2, under certain conditions, TMM may crash or stop processing new traffic with the DPDK/ENA driver on AWS systems while sending traffic. This issue does not affect any other platforms, hardware or virtual, or any other cloud provider since the affected driver is specific to AWS.",7.5,5.0,https://support.f5.com/csp/article/K01054113,cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*,CWE-20
92,CVE-2018-5429,"A vulnerability in the report scripting component of TIBCO Software Inc.'s TIBCO JasperReports Server, TIBCO JasperReports Server Community Edition, TIBCO JasperReports Server for ActiveMatrix BPM, TIBCO JasperReports Library, TIBCO JasperReports Library Community Edition, TIBCO JasperReports Library for ActiveMatrix BPM, TIBCO Jaspersoft for AWS with Multi-Tenancy, TIBCO Jaspersoft Reporting and Analytics for AWS, TIBCO Jaspersoft Studio, TIBCO Jaspersoft Studio Community Edition, and TIBCO Jaspersoft Studio for ActiveMatrix BPM may allow analytic reports that contain scripting to perform arbitrary code execution. Affected releases include TIBCO Software Inc.'s TIBCO JasperReports Server: versions up to and including 6.2.4; 6.3.0; 6.3.2;6.3.3; 6.4.0; 6.4.2, TIBCO JasperReports Server Community Edition: versions up to and including 6.4.2, TIBCO JasperReports Server for ActiveMatrix BPM: versions up to and including 6.4.2, TIBCO JasperReports Library: versions up to and including 6.2.4; 6.3.0; 6.3.2; 6.3.3; 6.4.0; 6.4.1; 6.4.2, TIBCO JasperReports Library Community Edition: versions up to and including 6.4.3, TIBCO JasperReports Library for ActiveMatrix BPM: versions up to and including 6.4.2, TIBCO Jaspersoft for AWS with Multi-Tenancy: versions up to and including 6.4.2, TIBCO Jaspersoft Reporting and Analytics for AWS: versions up to and including 6.4.2, TIBCO Jaspersoft Studio: versions up to and including 6.2.4; 6.3.0; 6.3.2; 6.3.3; 6.4.0; 6.4.2, TIBCO Jaspersoft Studio Community Edition: versions up to and including 6.4.3, TIBCO Jaspersoft Studio for ActiveMatrix BPM: versions up to and including 6.4.2.",8.8,6.5,https://www.tibco.com/support/advisories/2018/04/tibco-security-advisory-april-17-2018-tibco-jasperreports-2018-5429,cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.3.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jasperreports_library:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:6.3.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:6.3.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:6.3.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:6.4.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_library:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_library:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jaspersoft:*:*:*:*:*:aws_with_multi-tenancy:*:*|cpe:2.3:a:tibco:jaspersoft_reporting_and_analytics:*:*:*:*:*:aws:*:*|cpe:2.3:a:tibco:jaspersoft_studio:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jaspersoft_studio:6.3.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jaspersoft_studio:6.3.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jaspersoft_studio:6.3.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jaspersoft_studio:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jaspersoft_studio:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jaspersoft_studio:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jaspersoft_studio:*:*:*:*:community:*:*:*,NVD-CWE-noinfo
93,CVE-2018-18816,"The repository component of TIBCO Software Inc.'s TIBCO JasperReports Server, TIBCO JasperReports Server Community Edition, TIBCO JasperReports Server for ActiveMatrix BPM, TIBCO Jaspersoft for AWS with Multi-Tenancy, TIBCO Jaspersoft Reporting and Analytics for AWS contains a persistent cross site scripting vulnerability. Affected releases are TIBCO Software Inc.'s TIBCO JasperReports Server: versions up to and including 6.3.4; 6.4.0; 6.4.1; 6.4.2; 6.4.3; 7.1.0, TIBCO JasperReports Server Community Edition: versions up to and including 7.1.0, TIBCO JasperReports Server for ActiveMatrix BPM: versions up to and including 6.4.3, TIBCO Jaspersoft for AWS with Multi- Tenancy versions up to and including 7.1.0, and TIBCO Jaspersoft Reporting and Analytics for AWS: versions up to and including 7.1.0.",5.4,3.5,http://www.securityfocus.com/bid/107348|http://www.tibco.com/services/support/advisories|https://www.tibco.com/support/advisories/2019/03/tibco-security-advisory-march-6-2019-tibco-jasperreports-2018-18816,cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.1:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.2:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:6.4.3:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:*:activematrix_bpm:*:*|cpe:2.3:a:tibco:jasperreports_server:7.1.0:*:*:*:*:*:*:*|cpe:2.3:a:tibco:jasperreports_server:*:*:*:*:community:*:*:*|cpe:2.3:a:tibco:jaspersoft:*:*:*:*:*:aws_with_multi-tenancy:*:*|cpe:2.3:a:tibco:jaspersoft_reporting_and_analytics:*:*:*:*:*:aws:*:*,CWE-79
